Customer_ID,Age,Region,Plan,Contract_Type,Payment_Method,Tenure_Months,Monthly_Fee,Discount_Pct,Support_Tickets,Late_Payments,Usage_Hours_Monthly,Satisfaction_Score,Churn,Annual_Value
CUST10116,52,North,Basic,Monthly,Credit Card,36,599.0,5,2,2,29.0,3.6,0,6828.599999999999
CUST10117,54,South,Basic,Monthly,Net Banking,25,599.0,0,3,1,13.3,3.8,0,7188.0
CUST10118,31,East,Premium,Annual,Net Banking,16,1199.0,5,3,1,31.6,4.8,0,13668.599999999999
CUST10119,20,East,Basic,Annual,Credit Card,19,599.0,0,5,1,23.7,3.0,0,7188.0
CUST10120,18,West,Standard,Annual,Net Banking,1,849.0,0,2,2,23.2,5.0,0,10188.0
CUST10121,22,East,Standard,Annual,UPI,5,799.0,0,0,0,26.5,2.8,0,9588.0
CUST10122,43,East,Basic,Monthly,Debit Card,22,499.0,5,1,0,11.8,3.3,0,5688.599999999999
CUST10123,31,South,Premium,Monthly,Net Banking,24,1299.0,15,1,1,9.6,5.0,0,13249.8
CUST10124,56,East,Basic,Monthly,Credit Card,43,549.0,5,2,1,21.0,5.0,0,6258.599999999999
CUST10125,44,South,Standard,Monthly,Net Banking,45,849.0,20,3,0,34.3,5.0,0,8150.400000000001
CUST10126,26,South,Premium,Monthly,Net Banking,37,1299.0,0,4,0,12.5,3.3,0,15588.0
CUST10127,32,South,Standard,Monthly,Net Banking,36,799.0,0,0,0,23.4,4.0,0,9588.0
CUST10128,32,South,Premium,Monthly,Debit Card,36,1199.0,0,1,2,16.3,4.1,0,14388.0
CUST10129,43,North,Basic,Monthly,UPI,4,499.0,0,2,1,15.2,3.8,0,5988.0
CUST10130,59,West,Standard,Monthly,Credit Card,36,799.0,0,2,1,26.0,2.6,0,9588.0
CUST10131,30,North,Basic,Monthly,Debit Card,18,499.0,10,3,2,28.1,3.7,0,5389.2
CUST10132,49,East,Standard,Annual,Credit Card,16,799.0,15,1,1,15.7,3.0,0,8149.8
CUST10133,56,North,Premium,Quarterly,Credit Card,41,1199.0,20,1,0,33.1,2.6,0,11510.400000000001
CUST10134,49,North,Basic,Annual,Credit Card,18,499.0,0,2,0,25.4,3.2,0,5988.0
CUST10135,21,East,Standard,Monthly,Debit Card,22,799.0,15,0,0,20.1,3.8,0,8149.8
CUST10136,47,East,Basic,Monthly,UPI,2,499.0,5,3,0,24.8,4.4,0,5688.599999999999
CUST10137,54,East,Standard,Quarterly,Credit Card,21,799.0,0,3,0,38.3,3.3,0,9588.0
CUST10138,40,North,Standard,Monthly,UPI,36,799.0,15,3,0,28.0,3.4,0,8149.8
CUST10139,56,North,Premium,Monthly,UPI,44,1249.0,10,3,0,16.4,4.2,0,13489.2
CUST10140,32,East,Standard,Monthly,Net Banking,39,899.0,0,2,2,21.9,3.6,0,10788.0
CUST10141,60,West,Basic,Monthly,Debit Card,47,499.0,5,5,0,23.1,3.8,0,5688.599999999999
CUST10142,46,West,Basic,Monthly,Debit Card,39,499.0,0,3,0,27.3,3.6,0,5988.0
CUST10143,53,South,Basic,Monthly,Net Banking,29,599.0,10,1,1,23.9,3.7,0,6469.2
CUST10144,30,East,Basic,Quarterly,Net Banking,26,499.0,5,4,0,37.2,2.5,0,5688.599999999999
CUST10145,49,South,Basic,Monthly,UPI,21,549.0,20,2,0,20.2,3.6,0,5270.400000000001
CUST10146,24,West,Premium,Monthly,Credit Card,17,1199.0,0,2,0,8.2,4.8,0,14388.0
CUST10147,39,South,Standard,Annual,Debit Card,16,849.0,5,0,0,23.7,3.7,0,9678.6
CUST10148,45,East,Standard,Monthly,Credit Card,31,899.0,5,1,2,18.5,2.7,0,10248.6
CUST10149,19,East,Basic,Monthly,Credit Card,9,549.0,5,2,1,10.0,4.8,0,6258.599999999999
CUST10150,59,East,Premium,Annual,Net Banking,31,1199.0,0,1,0,16.4,4.1,0,14388.0
CUST10151,23,North,Standard,Monthly,Credit Card,14,899.0,10,3,1,19.1,4.2,0,9709.2
CUST10152,45,South,Basic,Monthly,UPI,37,549.0,15,5,0,31.1,4.2,0,5599.8
CUST10153,45,West,Standard,Monthly,Net Banking,2,849.0,15,2,0,10.1,2.5,0,8659.8
CUST10154,37,West,Standard,Monthly,Credit Card,48,799.0,15,2,2,24.8,4.1,0,8149.8
CUST10155,47,West,Basic,Quarterly,Net Banking,46,549.0,15,2,0,39.8,4.7,0,5599.8
CUST10156,28,North,Standard,Annual,UPI,14,799.0,5,1,0,20.6,3.1,0,9108.6
CUST10157,45,North,Standard,Monthly,UPI,33,799.0,15,1,2,20.4,1.8,0,8149.8
CUST10158,42,East,Basic,Quarterly,Credit Card,35,549.0,0,3,1,27.8,3.8,0,6588.0
CUST10159,56,West,Premium,Monthly,Net Banking,39,1199.0,5,4,0,26.2,3.5,0,13668.599999999999
CUST10160,50,North,Premium,Monthly,Credit Card,47,1249.0,0,2,0,33.3,2.1,0,14988.0
CUST10161,18,East,Standard,Quarterly,Credit Card,20,849.0,5,4,1,20.7,4.0,0,9678.6
CUST10162,44,West,Standard,Monthly,Net Banking,2,799.0,0,2,2,27.6,4.0,1,9588.0
CUST10163,30,South,Standard,Monthly,Credit Card,41,849.0,20,3,0,27.7,2.2,0,8150.400000000001
CUST10164,58,East,Standard,Monthly,UPI,19,899.0,0,2,1,19.3,5.0,0,10788.0
CUST10165,20,North,Standard,Monthly,Net Banking,37,799.0,0,3,1,21.1,4.2,0,9588.0
CUST10166,56,North,Basic,Monthly,Net Banking,18,549.0,5,2,1,21.9,1.8,1,6258.599999999999
CUST10167,23,East,Standard,Annual,Net Banking,16,799.0,0,3,2,12.1,4.2,0,9588.0
CUST10168,25,East,Premium,Monthly,Net Banking,4,1199.0,0,0,0,18.9,4.2,0,14388.0
CUST10169,44,North,Standard,Monthly,Credit Card,12,799.0,0,2,0,34.0,4.8,0,9588.0
CUST10170,26,South,Basic,Monthly,Credit Card,29,499.0,5,2,0,30.3,2.9,0,5688.599999999999
CUST10171,54,West,Standard,Quarterly,UPI,7,799.0,5,3,0,17.4,4.2,0,9108.6
CUST10172,50,South,Basic,Quarterly,Debit Card,14,599.0,10,2,0,21.9,3.3,0,6469.2
CUST10173,59,East,Basic,Quarterly,Debit Card,12,549.0,10,0,2,29.8,3.0,0,5929.2
CUST10174,41,South,Basic,Quarterly,UPI,35,499.0,5,1,1,25.5,2.7,0,5688.599999999999
CUST10175,32,North,Basic,Annual,Debit Card,5,499.0,5,4,1,28.4,1.8,0,5688.599999999999
CUST10176,49,East,Standard,Monthly,UPI,17,799.0,0,2,0,26.3,4.0,0,9588.0
CUST10177,49,West,Standard,Monthly,Credit Card,42,799.0,10,2,0,23.7,3.3,0,8629.2
CUST10178,41,North,Basic,Annual,Net Banking,32,499.0,0,1,2,20.7,1.0,0,5988.0
CUST10179,58,North,Premium,Annual,Net Banking,10,1199.0,0,2,1,12.4,3.6,0,14388.0
CUST10180,29,West,Premium,Annual,Credit Card,43,1199.0,10,1,0,27.5,4.5,0,12949.2
CUST10181,56,West,Premium,Monthly,Net Banking,17,1199.0,5,2,2,20.2,2.3,1,13668.599999999999
CUST10182,19,South,Basic,Monthly,Net Banking,5,549.0,0,1,1,8.8,2.9,0,6588.0
CUST10183,20,East,Standard,Monthly,Debit Card,45,849.0,0,2,2,17.6,3.9,0,10188.0
CUST10184,54,West,Premium,Quarterly,Credit Card,42,1199.0,15,1,2,28.8,1.2,0,12229.8
CUST10185,34,West,Standard,Monthly,Debit Card,9,799.0,15,3,1,6.7,3.0,1,8149.8
CUST10186,19,East,Basic,Monthly,Debit Card,33,499.0,10,1,0,13.8,3.8,0,5389.2
CUST10187,19,West,Basic,Annual,Net Banking,36,599.0,5,2,1,23.1,3.0,0,6828.599999999999
CUST10188,45,West,Standard,Monthly,Net Banking,36,849.0,5,1,1,33.2,2.3,0,9678.6
CUST10189,40,South,Premium,Annual,Credit Card,18,1249.0,20,0,0,30.0,2.4,0,11990.400000000001
CUST10190,54,North,Standard,Monthly,Net Banking,9,899.0,20,1,0,34.0,2.0,1,8630.4
CUST10191,49,North,Standard,Monthly,Net Banking,29,799.0,0,2,1,23.7,2.9,0,9588.0
CUST10192,50,North,Basic,Monthly,Credit Card,14,599.0,15,0,0,20.3,4.5,0,6109.8
CUST10193,18,North,Standard,Quarterly,Net Banking,25,799.0,0,2,0,28.7,5.0,0,9588.0
CUST10194,36,West,Premium,Monthly,Debit Card,15,1199.0,0,2,1,14.8,3.5,0,14388.0
CUST10195,19,East,Standard,Monthly,Credit Card,6,849.0,10,0,1,14.2,4.2,0,9169.2
CUST10196,43,East,Standard,Annual,Net Banking,42,799.0,5,1,1,12.8,2.7,0,9108.6
CUST10197,49,South,Premium,Monthly,UPI,29,1249.0,15,2,0,30.7,1.6,0,12739.8
CUST10198,23,South,Basic,Quarterly,Credit Card,15,499.0,0,0,1,15.3,5.0,0,5988.0
CUST10199,49,West,Standard,Quarterly,Credit Card,29,849.0,5,4,1,30.0,3.0,0,9678.6
CUST10200,21,East,Basic,Monthly,UPI,4,499.0,15,4,0,23.2,4.1,1,5089.8
CUST10201,28,East,Standard,Quarterly,Net Banking,18,799.0,15,1,0,30.8,3.6,0,8149.8
CUST10202,34,North,Standard,Monthly,Net Banking,44,899.0,0,2,0,13.2,4.4,0,10788.0
CUST10203,55,West,Standard,Quarterly,Credit Card,39,899.0,5,3,1,17.0,4.4,0,10248.6
CUST10204,41,West,Standard,Monthly,Credit Card,16,899.0,10,4,1,25.6,3.7,0,9709.2
CUST10205,22,North,Standard,Quarterly,Net Banking,11,849.0,0,3,0,18.6,3.8,0,10188.0
CUST10206,51,West,Premium,Monthly,Net Banking,14,1249.0,20,1,1,2.1,4.6,0,11990.400000000001
CUST10207,23,West,Standard,Quarterly,Debit Card,3,849.0,15,3,1,11.0,3.1,0,8659.8
CUST10208,39,South,Basic,Monthly,Credit Card,42,499.0,0,1,0,13.1,4.9,0,5988.0
CUST10209,28,East,Standard,Monthly,Credit Card,38,799.0,0,1,2,13.7,2.9,0,9588.0
CUST10210,33,West,Standard,Monthly,UPI,45,799.0,0,1,0,27.5,3.6,0,9588.0
CUST10211,50,South,Basic,Monthly,Debit Card,42,599.0,15,3,3,24.7,4.1,0,6109.8
CUST10212,26,East,Premium,Annual,Net Banking,18,1199.0,0,0,1,23.3,2.0,0,14388.0
CUST10213,23,North,Premium,Monthly,Debit Card,20,1299.0,5,3,0,38.1,4.7,0,14808.599999999999
CUST10214,33,South,Basic,Annual,Net Banking,48,499.0,5,0,1,31.4,3.9,0,5688.599999999999
CUST10215,46,South,Premium,Annual,Net Banking,25,1249.0,5,2,0,28.4,5.0,0,14238.599999999999
CUST10216,20,East,Basic,Quarterly,Debit Card,38,499.0,0,0,0,10.0,5.0,0,5988.0
CUST10217,37,North,Basic,Monthly,Credit Card,13,499.0,0,0,0,22.5,3.5,0,5988.0
CUST10218,53,South,Basic,Monthly,Net Banking,4,599.0,15,0,1,24.4,5.0,0,6109.8
CUST10219,36,West,Premium,Quarterly,Debit Card,14,1199.0,15,1,0,18.7,4.3,0,12229.8
CUST10220,43,West,Standard,Monthly,UPI,33,799.0,10,1,1,35.7,3.7,0,8629.2
CUST10221,20,West,Basic,Monthly,Debit Card,28,499.0,0,3,1,22.4,2.0,0,5988.0
CUST10222,36,North,Standard,Quarterly,UPI,37,799.0,5,1,2,12.2,2.2,0,9108.6
CUST10223,37,South,Standard,Annual,Net Banking,8,799.0,10,0,0,14.0,3.5,0,8629.2
CUST10224,49,West,Basic,Quarterly,Debit Card,44,549.0,0,3,0,40.3,3.1,0,6588.0
CUST10225,24,North,Premium,Monthly,Debit Card,34,1199.0,15,2,1,18.6,3.7,0,12229.8
CUST10226,58,West,Premium,Quarterly,UPI,44,1249.0,10,1,1,5.4,4.7,0,13489.2
CUST10227,50,East,Standard,Monthly,Debit Card,5,799.0,0,1,1,17.2,4.3,0,9588.0
CUST10228,57,South,Premium,Monthly,Debit Card,5,1249.0,15,3,2,7.4,2.9,1,12739.8
CUST10229,56,South,Standard,Annual,Net Banking,31,849.0,20,3,0,29.3,4.3,0,8150.400000000001
CUST10230,35,North,Premium,Monthly,Debit Card,45,1199.0,0,1,0,6.4,2.7,0,14388.0
CUST10231,57,North,Standard,Monthly,Credit Card,9,799.0,5,2,1,10.8,2.5,0,9108.6
CUST10232,18,South,Standard,Monthly,UPI,42,799.0,0,3,0,22.0,3.8,0,9588.0
CUST10233,28,West,Basic,Annual,Debit Card,32,549.0,5,2,0,30.9,2.8,0,6258.599999999999
CUST10234,45,West,Premium,Quarterly,UPI,33,1249.0,0,1,0,21.4,2.9,0,14988.0
CUST10235,42,East,Standard,Quarterly,UPI,3,899.0,5,2,3,11.9,4.4,0,10248.6
CUST10236,40,West,Basic,Quarterly,UPI,30,499.0,20,1,0,23.5,4.1,0,4790.400000000001
CUST10237,48,North,Basic,Monthly,Debit Card,12,499.0,5,2,1,18.3,3.2,0,5688.599999999999
CUST10238,47,North,Standard,Monthly,Debit Card,29,799.0,0,4,1,31.1,2.0,0,9588.0
CUST10239,59,West,Standard,Monthly,UPI,3,799.0,10,1,0,28.8,2.8,0,8629.2
CUST10240,52,North,Standard,Monthly,Credit Card,26,799.0,5,0,3,17.7,5.0,0,9108.6
CUST10241,24,South,Premium,Monthly,UPI,30,1199.0,15,1,0,28.2,4.4,0,12229.8
CUST10242,33,South,Basic,Annual,Credit Card,9,549.0,5,4,1,24.2,4.8,0,6258.599999999999
CUST10243,43,West,Standard,Monthly,UPI,26,799.0,0,2,1,32.9,3.7,0,9588.0
CUST10244,19,South,Basic,Monthly,Net Banking,2,549.0,0,0,3,27.9,3.2,0,6588.0
CUST10245,18,South,Premium,Monthly,UPI,3,1199.0,10,1,0,26.4,4.3,0,12949.2
CUST10246,29,East,Premium,Monthly,UPI,46,1299.0,0,0,2,32.6,4.7,0,15588.0
CUST10247,22,East,Standard,Annual,Debit Card,4,899.0,10,3,2,22.1,3.1,0,9709.2
CUST10248,54,South,Standard,Monthly,Credit Card,25,899.0,0,1,0,15.8,2.9,0,10788.0
CUST10249,49,West,Basic,Monthly,Net Banking,13,549.0,5,2,0,23.6,2.1,0,6258.599999999999
CUST10250,26,East,Standard,Quarterly,Credit Card,39,849.0,5,2,0,19.2,2.8,0,9678.6
CUST10251,58,North,Premium,Monthly,Net Banking,44,1249.0,20,3,0,26.8,4.1,0,11990.400000000001
CUST10252,52,North,Standard,Monthly,UPI,35,799.0,15,2,0,22.5,3.0,0,8149.8
CUST10253,36,North,Basic,Monthly,Debit Card,23,549.0,0,1,0,25.2,4.3,0,6588.0
CUST10254,33,West,Standard,Quarterly,Debit Card,9,849.0,5,4,0,12.4,5.0,0,9678.6
CUST10255,20,South,Premium,Annual,Credit Card,2,1299.0,0,2,0,26.1,3.5,0,15588.0
CUST10256,37,North,Basic,Quarterly,Debit Card,41,499.0,5,2,0,11.7,3.5,0,5688.599999999999
CUST10257,41,West,Basic,Monthly,Credit Card,44,499.0,5,1,0,29.7,4.0,1,5688.599999999999
CUST10258,50,East,Standard,Annual,Credit Card,31,849.0,15,4,1,29.7,3.0,0,8659.8
CUST10259,41,South,Premium,Monthly,Net Banking,44,1299.0,15,1,0,24.8,2.9,0,13249.8
CUST10260,28,East,Basic,Monthly,Credit Card,47,499.0,5,3,2,24.5,2.9,0,5688.599999999999
CUST10261,25,West,Basic,Monthly,Net Banking,2,499.0,5,2,3,20.2,2.5,0,5688.599999999999
CUST10262,53,North,Basic,Monthly,Debit Card,32,499.0,15,1,1,17.2,4.3,1,5089.8
CUST10263,55,North,Basic,Monthly,Credit Card,18,499.0,15,1,2,21.9,3.1,0,5089.8
